RULE_NAME,RULE_STATUS,SOURCE_ZONE,SOURCE_IP,SOURCE_GROUP_ADDRESS,DESTINATION_ZONE,DESTINATION_IP,DESTINATION_GROUP_ADDRESS,URL_CATEGORY,SERVICE,ACTION	
NG-DATABASE-GRP-sd-wan_Rule-1,false;,[ NG-DATABASE-GRP ];,[ NG-PC-KDineros_172.16.18.35 NG-PC-NCastillo_172.16.18.34 NG-PC-RDeGuzman_172.16.18.36 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,null,null,allow;
NG-INFRA-NET-APPS_BANCS_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-APPS_CLEAR_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-APPS_WEB_BSP_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ APPS_WEB_BSP ];,[ NG-RADIUS-Server_172.16.123.26 NG_SCCP_PRI_PROD_172.16.123.22 NG_SCCP_SEC_PROD_172.16.123.23 ];,null,null,[ PING RDP ];,allow;
NG-INFRA-NET-APPS_WEB_BSP_Rule-2,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 NG-BSP-TOOLS_PRI_PROD_FXCON_172.16.123.11 NG-BSP-TOOLS_SEC_PROD_FXCON_172.16.123.12 NG-BSP-TOOLS_VIP_PROD_FXCON_172.16.123.10 NG-Gitlab_Prod-Server_172.16.123.13 NG-Gitlab_Standby-Server_172.16.123.14 NG-LOG-Server_172.16.123.27 NG-XStreamDB-Repository_172.16.123.19 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-APPS_Wordpress_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-DB_Interface-BANCS_port7_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ DB-BANCS ];,[ DB1_BANCS-V6_172.16.88.2 DB2_BANCS-V6_172.16.88.3 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-DB_Interface-PDSClear_port3_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ DB-PDSClear ];,[ DB-PROD1-NEWPDSClear_172.16.100.2 DB-PROD2-NEWPDSClear_172.16.100.3 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-DB_Wordpress_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ DB_Wordpress ];,[ DB_PROD1_PDSWebsite_172.16.122.21 DB_PROD2_PDSWebsite_172.16.122.22 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-1,false;,[ NG-INFRA-NET ];,null,null,null,[ APPS-DR-Bancs-V6_172.16.96.2 ];,null,null,[ HTTP TCP-UDP_6003-6004 ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-10,false;,[ NG-INFRA-NET Server_Group ];,[ NG-PC-CARANA_192.168.20.23 NG-PC-PBABAW_192.168.20.22 NG-PC-RTAPALGO_192.168.20.20 NG-PC-RTAPALGO_192.168.20.21 ];,[ NG-NEW-IP-ESG ];,null,[ BANCS-v6-SVC-DR-192.168.67.21 SVC-Controller-Mgmt_192.168.67.22 VTR-VM_STORAGE_192.168.67.12 ];,null,null,[ HTTPS PING SSH TCP_8080 ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-11,false;,[ NG-INFRA-NET ];,null,null,null,[ VTR-ADSVRNEW-DR01_172.16.92.150 VTR-ADSVRNEW-DR02_172.16.92.151 ];,null,null,[ DNS Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP PING SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-12,false;,[ NG-INFRA-NET ];,[ NG-PC-ABallesteros_172.16.18.133 ];,null,null,[ NG-PC-LLORICO_192.168.10.70 NG-PC-Network-ADMIN_172.16.12.129 ];,null,null,[ RDP ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-14,false;,[ NG-INFRA-NET ];,null,null,null,[ NG-Fortigate-Interface_172.16.80.5 ];,null,null,[ SQUID ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-2,false;,[ NG-INFRA-NET Server_Group ];,[ NG-PC-CARANA_192.168.20.23 NG-PC-PBABAW_192.168.20.22 NG-PC-RTAPALGO_192.168.20.20 NG-PC-RTAPALGO_192.168.20.21 ];,[ NG-NEW-IP-ESG ];,null,[ Equity_Reports_172.16.7.113 Equity_Web_172.16.7.111 FI-Web2_172.16.7.26 FI_Reports_172.16.7.27 FI_Web_172.16.7.2 FTP-PDSSettle_172.16.9.8 FTPDR-PDSSettle-172.16.9.164 GFI_Server_172.16.12.16 MKT-TS-Server_172.16.19.2 NG-AD-CONNECT_172.16.17.2 NG-DMS-Server_172.16.0.8 NG-DNS_Server_172.16.0.14 NG-ELID-Server_172.16.0.25 NG-REPO-DB-TEST_172.32.1.25 NG-SMTP-NEW_172.16.17.3 NG-VCenter-PDSclear_192.169.120.201 Repo-SLT_Apps-2_172.16.2.42 Repo-SLT_Apps_172.16.2.41 Repo-SLT_DB_172.32.1.24 VTR-ADSVRNEW-DR01_172.16.92.150 VTR-ADSVRNEW-DR02_172.16.92.151 VTR-DBPortal-SERVER-DR_172.16.92.50 VTR-DHCP-Server-WIN-172.16.92.20 VTR-DNS_Server_172.16.6.14 VTR-EQ-WEB-UAT_172.16.7.98 VTR-FileServer-OLD-172.16.6.190 VTR-File_server-172.16.92.147 VTR-HRPortal-SERVER-DR_172.16.92.52 VTR-SAP-SERVER-DR_172.16.92.101 VTR-Server-DC03-172.16.92.10 VTR-Server-WSUS-AV-Server_172.16.92.14 VTR-VCenter_192.168.67.100 VTR-VCenter_SRM_192.168.67.99 VTR-VCenter_SiteRecovery-192.168.67.98 VTR-WisePortal-SERVER-DR_172.16.92.51 VTR_SCCP_PRI_Server_172.16.133.22 ];,null,null,[ PING RDP ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-3,false;,[ NG-INFRA-NET Server_Group ];,[ NG-PC-CARANA_192.168.20.23 NG-PC-PBABAW_192.168.20.22 NG-PC-RTAPALGO_192.168.20.20 NG-PC-RTAPALGO_192.168.20.21 ];,[ NG-NEW-IP-ESG ];,null,[ MarketPage_BackUP_172.16.2.71 ];,[ Group-Servers-ESG-NEW-SSH-ACCESS ];,null,[ PING SSH ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-4,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,null,[ MKT-UPS1_192.169.2.9 MKT-UPS2_192.169.2.10 ];,null,null,[ HTTP PING ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-5,false;,[ NG-INFRA-NET ];,[ NG-PC-ABallesteros_172.16.18.133 ];,null,null,[ NG_VPNGateway_Firewall_172.16.80.50 ];,null,null,null,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-6,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-ABallesteros_172.16.18.133 NG-PC-JCinco_172.16.18.141 NG-PC-L.MARINAS_172.16.18.140 NG-PC-RDULDULAO_192.168.60.62 NG-PC-RLozada_172.16.18.142 NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,null,[ Email_Firewall_172.16.80.8 MKT-Fortigate-Interface_172.16.11.5 NG-Fortigate-Interface_172.16.80.5 NG-SFTP-Firewall_172.16.80.7 VTR-Internal_FW_172.16.115.5 ];,null,null,[ HTTP HTTPS SQUID ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-7,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,null,[ MKT-CCTV-NVR_172.20.20.66 NG-CCTV-SERVER_172.16.1.2 VTR-PACU-1_192.168.67.231 VTR-PDU-1_192.168.67.241 VTR-PDU-2_192.168.67.242 VTR-UPS1_192.168.67.232 VTR-UPS2_192.168.67.233 ];,null,null,[ HTTP RDP ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-8,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,null,[ NG-ESXi-Prod1_192.169.120.130 NG-ESXi-Prod2_192.169.120.131 NG-VCenter-PDSclear_192.169.120.201 VMware-MWT1_192.169.120.203 VMware-Virtual-TEST-Server_192.168.116.10 VTR-PDSclear-vCenter_192.169.120.5 ];,null,null,[ AVGenComm-Port-Services HTTP HTTPS PING TCP-UDP-8001 TCP-UDP_902 TCP_8443 VCenter-Port-Services_TCP VCenter-Port-Services_UDP ];,allow;
NG-INFRA-NET-Inside_Interface_port8_Rule-9,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,null,[ eCs-v2-EQ-HMC_192.168.67.37 ];,null,null,[ PING TCP-9960 TCP_12443 TCP_8443 ];,allow;
NG-INFRA-NET-NG-CCTV-VLAN_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ NG-CCTV-VLAN ];,[ NG-CCTV-SERVER_172.16.1.2 ];,null,null,[ PING RDP ];,allow;
NG-INFRA-NET-Network_MGMT_Rule-1,false;,[ NG-INFRA-NET ];,[ NG-PC-ABallesteros_172.16.18.133 ];,null,[ Network_MGMT ];,null,null,null,null,allow;
NG-INFRA-NET-Reuters-Proxy_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Reuters-Proxy ];,[ Reuters-DSSProxy_Pri_172.16.89.2 Reuters-DSSProxy_Sec_172.16.89.3 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-1,false;,[ NG-INFRA-NET ];,[ NG-PC-ENogales_172.16.18.130 ];,null,[ Server_MGMT ];,[ NG-Verint-MGMT_192.168.167.90 ];,null,null,[ HTTP HTTPS PING RDP TCP_5022-5023 ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-2,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Server_MGMT ];,[ NG-Server-ANVIS_192.168.167.220 NG-VCenter_192.168.167.100 NG-VCenter_SRM_192.168.167.99 NG-VsPHERE_Rep-APP_192.168.167.98 ];,null,null,[ PING RDP ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-3,false;,[ NG-INFRA-NET ];,[ NG-PC-ENogales_172.16.18.130 ];,null,[ Server_MGMT ];,[ NG-IP500-Primary_192.168.167.28 NG-IP500-Secondary_192.168.167.29 NG-RS230-Primary_192.168.167.18 NG-RS230-Secondary_192.168.167.19 NG-SolarwindsTest_192.168.167.253 ];,null,null,null,allow;
NG-INFRA-NET-Server_MGMT_Rule-4,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Server_MGMT ];,[ NG-FCIP-MGMT_192.168.167.20 NG-RHEL_HA_MGR_192.168.167.15 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-5,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,[ Server_MGMT ];,[ NG-OrionWebApp-Server01_192.168.167.50 NG_NEW_PDU1-192.168.167.150 NG_NEW_PDU2-192.168.167.151 NG_NEW_PDU3-192.168.167.152 NG_NEW_PDU4-192.168.167.153 NG_NEW_PDU5-192.168.167.154 NG_NEW_PDU6-192.168.167.155 NG_NEW_PDU7-192.168.167.156 ];,[ Group-NG-PACU-UPS-PDU ];,null,[ HTTP HTTPS SSH ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-6,true;,[ NG-INFRA-NET ];,[ NG-PC-ABallesteros_172.16.18.133 ];,null,[ Server_MGMT ];,[ NG-OrionWebApp-Server01_192.168.167.50 ];,null,null,[ HTTP ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-7,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Server_MGMT ];,null,null,null,[ AVGenComm-Port-Services HTTP HTTPS LDAP MS-SQL RDP SSH TCP-UDP-8001 TCP-UDP_12001 TCP-UDP_53 TCP-UDP_902 TCP_10109 TCP_10111 TCP_10443 TCP_60099 TCP_636 TCP_8080 TCP_8443 TCP_903 VCenter-Port-Services_TCP VCenter-Port-Services_UDP VNC ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-8,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Server_MGMT ];,[ eCs-v2-FI-HMC_192.168.167.37 ];,null,null,[ PING SSH TCP-9960 TCP_12443 ];,allow;
NG-INFRA-NET-Server_MGMT_Rule-9,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Server_MGMT ];,[ BANCS-v6-SVC-Primary-192.168.167.21 BANCS-v6-SVC-Secondary-192.168.167.22 V7000-192.168.167.110 ];,null,null,[ HTTPS PING TCP_8080 ];,allow;
NG-INFRA-NET-TEST-ENV-PORT_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ TEST-ENV-PORT ];,null,null,null,null,allow;
NG-INFRA-NET-Windows_Server_Rule-1,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Windows_Server ];,[ NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 NG-ADSVRNEW04_172.16.82.153 NG-DBPortal-SERVER-PROD_172.16.82.50 NG-DHCP-Server-WIN_172.16.82.20 NG-HRPortal-SERVER-PROD_172.16.82.52 NG-SAP-LM-PROD_172.16.82.100 NG-SAP-SERVER-PROD_172.16.82.101 NG-Server-DC01_172.16.82.10 NG-Server-DC02_172.16.82.11 NG-Server-FileServer_172.16.82.12 NG-Server-WSUS-AV-Server_172.16.82.14 NG-TNI-SERVER_172.16.82.80 NG-WisePortal-SERVER-PROD_172.16.82.51 ];,null,null,[ PING RDP ];,allow;
NG-INFRA-NET-Windows_Server_Rule-2,false;,[ NG-INFRA-NET ];,null,null,[ Windows_Server ];,[ NG-ADSVRNEW01_172.16.82.150 NG-ADSVRNEW02_172.16.82.151 NG-ADSVRNEW04_172.16.82.153 ];,null,null,[ DNS Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP PING SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
NG-INFRA-NET-Windows_Server_Rule-3,false;,[ NG-INFRA-NET ];,null,[ NG-NEW-IP-ESG ];,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ PING SSH ];,allow;
NG-INFRA-NET-Windows_Server_Rule-4,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,[ Windows_Server ];,[ NG-TNI-SERVER_172.16.82.80 ];,null,null,[ RDP SMB TCP-UDP_3050 TCP_1050 TCP_135 TCP_139 ];,allow;
NG-INFRA-NET-Windows_Server_Rule-5,false;,[ NG-INFRA-NET NG_ADMIN_TEAM ];,[ NG-PC-JTrijo_172.16.18.135 NG-PC-RMATIBAG_192.168.60.61 NG-PC-RMatibag-JLL_172.16.18.136 ];,null,[ Windows_Server ];,[ NG-WisePortal-SERVER-PROD_172.16.82.51 ];,null,null,[ HTTP HTTPS ];,allow;
NG-Internal_Network_Systems-Rule-1,false;,null,[ NG-NetworkTeam-Subnet_192.168.10.0 Net_172.16.0.0 Net_172.16.12.0 Net_172.16.6.0 ];,null,null,null,[ Group-COMMS-REP_BANCSV6 ];,null,[ TCP_8085 ftp ];,allow;
NG-Internal_Network_Systems-Rule-2,false;,null,[ MKT-TCS-LAPTOP_172.16.10.12 MKT-TCS-UAT-172.16.10.25 MKT-TCS-UAT-172.16.10.26 MKT-TCS-UAT-172.16.10.30 MKT-TCS_172.16.10.36 MKT-TCS_172.16.10.37 MKT-TCS_172.16.10.38 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 NG-TCS-172.16.18.28 TCS_NG_TEMP-172.16.18.27 ];,[ MKT-ASM-Team MKT-TCS-GROUP-UAT NG-PC-TCS-Group-Temporary ];,null,[ COMMS-REP-PROD1_BancsV6_172.16.87.4 ];,null,null,[ HTTP_and_HTTPS_proxy MySQL http ];,allow;
NG-SERVICE-OPS-APPS_BANCS_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 NG-TCS-172.16.18.28 TCS_NG_TEMP-172.16.18.27 ];,null,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 APPS_VIP1_BANCS-V6_172.16.86.4 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-APPS_BANCS_Rule-2,false;,[ NG-SERVICE-OPS ];,[ NG-TCS-172.16.18.28 TCS_NG_TEMP-172.16.18.27 ];,null,[ APPS_BANCS ];,[ APP-SERVER-NODE2_172.16.86.10 APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 V6-APP-SERVER-VIP1_172.16.86.11 V6-APP-SERVER-VIP2_172.16.86.12 ];,null,null,[ HTTP SSH TCP-UDP_6001-6004 TCP_8080 ];,allow;
NG-SERVICE-OPS-APPS_BANCS_Rule-3,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-APPS_BANCS_Rule-4,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ APPS_BANCS ];,[ APPS_VIP1_BANCS-V6_172.16.86.4 APPS_VIP4_BANCS-V6_172.16.86.7 ];,null,null,[ HTTP HTTPS TCP-UDP-8001 TCP-UDP_7001 ];,allow;
NG-SERVICE-OPS-APPS_CLEAR_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,[ Group-NG-DCC-Team-New ];,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-APPS_CLEAR_Rule-2,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,[ Group-NG-DCC-Team-New ];,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 ];,null,null,[ HTTP HTTPS ];,allow;
NG-SERVICE-OPS-APPS_WEB_BSP_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,null,[ APPS_WEB_BSP ];,[ NG-Gitlab_Prod-Server_172.16.123.13 NG-Gitlab_Standby-Server_172.16.123.14 NG_SCCP_PRI_PROD_172.16.123.22 NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 ];,[ Prod_Docker_Group ];,null,[ HTTP HTTPS MYSQL SSH ];,allow;
NG-SERVICE-OPS-APPS_WEB_BSP_Rule-2,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ APPS_WEB_BSP ];,[ NG-BSP-TOOLS_PRI_PROD_FXCON_172.16.123.11 NG-BSP-TOOLS_SEC_PROD_FXCON_172.16.123.12 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-APPS_WEB_BSP_Rule-3,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,[ Group-NG-DCC-Team-New ];,[ APPS_WEB_BSP ];,[ NG-SCCP-TEMP_172.16.123.24 NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 NG_SCCP_WIN_DR-172.16.123.16 SCCP-ISO-DB-PROD-2_172.16.123.18 ];,null,null,[ RDP ];,allow;
NG-SERVICE-OPS-APPS_WEB_BSP_Rule-4,false;,[ NG-SERVICE-OPS ];,[ NG-TCS-172.16.18.28 ];,[ Group-NG-DCC-Team-New ];,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD Prod_Docker_Group ];,null,[ HTTP RDP SSH ];,allow;
NG-SERVICE-OPS-APPS_WEB_BSP_Rule-5,false;,[ NG-SERVICE-OPS ];,[ NG-TCS-172.16.18.28 ];,[ Group-NG-DCC-Team-New ];,[ APPS_WEB_BSP ];,[ SCCP-ISO-DB-PROD-1_172.16.123.17 SCCP-ISO-DB-PROD-2_172.16.123.18 ];,null,null,[ HTTP RDP SSH ];,allow;
NG-SERVICE-OPS-APPS_Wordpress_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,null,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ HTTP HTTPS MYSQL SSH TCP_81 ];,allow;
NG-SERVICE-OPS-APPS_Wordpress_Rule-2,false;,[ NG-SERVICE-OPS ];,[ NG-TCS-172.16.18.28 ];,[ Group-NG-DCC-Team-New ];,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 NG-iTOP_Prod-Server_172.16.121.20 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-DB_Interface-BANCS_port7_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 NG-TCS-172.16.18.28 TCS_NG_TEMP-172.16.18.27 ];,null,[ DB-BANCS ];,[ DB-SCAN_IP1_BANCS-V6_172.16.88.10 DB-SCAN_IP2_BANCS-V6_172.16.88.11 DB-SCAN_IP3_BANCS-V6_172.16.88.12 DB1-VIP_BANCS-V6_172.16.88.4 DB1_BANCS-V6_172.16.88.2 DB2-VIP_BANCS-V6_172.16.88.5 DB2_BANCS-V6_172.16.88.3 ];,null,null,[ SSH TCP_1521 ];,allow;
NG-SERVICE-OPS-DB_Interface-BANCS_port7_Rule-2,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ DB-BANCS ];,[ DB1_BANCS-V6_172.16.88.2 DB2_BANCS-V6_172.16.88.3 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-DB_Interface-PDSClear_port3_Rule-1,false;,[ Inside-Zone NG-SERVICE-OPS NG_ASM_TEAM ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,null,[ DB-PDSClear ];,[ DB-PROD1-NEWPDSClear_172.16.100.2 DB-PROD2-NEWPDSClear_172.16.100.3 ];,null,null,[ MYSQL ];,allow;
NG-SERVICE-OPS-DB_Interface-PDSClear_port3_Rule-2,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ DB-PDSClear ];,[ DB-PROD1-NEWPDSClear_172.16.100.2 DB-PROD2-NEWPDSClear_172.16.100.3 ];,null,null,[ SSH ];,allow;
NG-SERVICE-OPS-DB_Wordpress_Rule-1,false;,[ NG-SERVICE-OPS NG_ASM_TEAM Tech_Group ];,[ MKT-PC-NLaurenciano_172.16.10.6 NG-PC-EAVILA_192.168.70.72 NG-PC-ECAPITO_172.16.18.26 NG-PC-ECAPITO_192.168.70.71 NG-PC-JATAS-172.16.18.25 NG-PC-JATAS_192.168.70.70 NG-PC-NLaurenciano_192.168.70.69 ];,null,[ DB_Wordpress ];,[ DB_PROD1_PDSWebsite_172.16.122.21 DB_PROD2_PDSWebsite_172.16.122.22 ];,null,null,[ MYSQL ];,allow;
NG-SERVICE-OPS-DB_Wordpress_Rule-2,false;,[ NG-SERVICE-OPS ];,null,[ Group-NG-DCC-Team-New ];,[ DB_Wordpress ];,[ DB_PROD1_PDSWebsite_172.16.122.21 DB_PROD2_PDSWebsite_172.16.122.22 ];,null,null,[ SSH ];,allow;
