RULE_NAME,RULE_STATUS,SOURCE_ZONE,SOURCE_IP,SOURCE_GROUP_ADDRESS,DESTINATION_ZONE,DESTINATION_IP,DESTINATION_GROUP_ADDRESS,URL_CATEGORY,SERVICE,ACTION	
12MB-PLDT_wan1-DMZ-Mobile_dmz_Rule-1,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ DMZ-Mobile ];,null,null,null,[ SMTP ];,allow;
12MB-PLDT_wan1-DMZ-Mobile_dmz_Rule-2,false;,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ DMZ-Mobile ];,null,null,null,[ HTTP HTTPS ];,allow;
19C-DB-Servers-to-PDS-Systems,false;,[ APPS_BANCS DMZ-BANCS-COMMS DMZ-CLEAR-CASTIRON DMZ_3_PROD_WEB DMZ_4_PROD_DATABASE ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 CAAC_PROD-DB_172.32.1.127 COMMS-REP_PROD1_BANCs-V6_172.16.87.4 COMMS-REP_PROD2_BANCs-V6_172.16.87.5 NG-CAAC-WEB-PROD_172.16.9.7 NG-INTEGRATION-BOX01_PROD_BANCS_172.16.7.211 NG-INTEGRATION-BOX02_PROD_BANCS_172.16.7.212 NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,[ DB-BANCS ];,null,[ GROUP-ORACLE19C-DB ];,null,[ TCP_1521 ];,allow;
19C-DB-Servers-to-SYSCON,false;,[ DB-BANCS ];,null,[ GROUP-ORACLE19C-DB ];,[ DMZ-BANCS-COMMS ];,[ COMMS-REP_PROD1_BANCs-V6_172.16.87.4 COMMS-REP_PROD2_BANCs-V6_172.16.87.5 ];,null,null,[ TCP_8080 ];,allow;
19C-DB-Servers-to-Users,false;,[ Inside-Zone NG-SERVICE-OPS ];,[ MKT-PC-CBatangoso_172.16.10.6 MKT-PC-DRicanor_172.16.10.5 MKT-PC-ECastro-Server_172.16.5.8 MKT-PC-ECastro_172.16.5.4 MKT-TCS-DESKTOP-UAT_172.16.10.25 MKT-TCS-DESKTOP-UAT_172.16.10.30 NG-DCC-Terminal-03_172.16.0.54 NG-PC-DCCMonitor1_172.16.18.12 NG-PC-DCCMonitor2_172.16.18.11 NG-PC-DCCMonitor4_172.16.0.53 NG-PC-DCCMonitor7_172.16.18.8 NG-TCS-172.16.18.28 ];,[ Group-MKT-DCC-Team ];,[ DB-BANCS ];,null,[ GROUP-ORACLE19C-DB ];,null,[ TCP_1521 ];,allow;
19C-Temporary-Internet-Access,true;,null,[ NEW_DB_BANCS_V6_IP1-172.16.88.8 NEW_DB_BANCS_V6_IP2-172.16.88.9 NG-19C-DB-TEST-SERVER_192.168.168.11 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,null,null,[ redhat ];,[ HTTP HTTPS ];,allow;
ALL_ACCESS_TO_FILE_SERVER,false;,[ Inside-Zone NG-DATABASE-GRP NG-INFRA-NET NG-SERVICE-OPS ];,null,null,[ Windows_Server ];,[ NG-FILE-SERVER_172.16.82.156 ];,null,null,[ PING SMB ];,allow;
ALL_USERS_TO_DMS,false;,[ Inside-Zone NG-DATABASE-GRP NG-INFRA-NET NG-SERVICE-OPS NG_ADMIN_TEAM NG_ASM_TEAM NG_NETWORK_TEAM Server_Group ];,null,null,[ Inside-Zone Windows_Server ];,[ DOCUKIT_PROD_SERVER_172.16.82.28 HTTP_PDSSettle-DR_RealIP_172.16.9.165 ];,null,null,[ HTTP HTTPS ];,allow;
APPS_BANCS-APPS_WEB_BSP_Rule-1,false;,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 ];,null,[ APPS_WEB_BSP ];,[ NG-RADIUS-Server_172.16.123.26 ];,null,null,[ RADIUS UDP_1645 ];,allow;
APPS_BANCS-DB_Interface-BANCS_port7-Rule-1,false;,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,[ Oracle-Port-Services_TCP Oracle-Port-Services_UDP UDP_1521 ];,allow;
APPS_BANCS-DB_Interface-BANCS_port7-Rule-2,false;,[ APPS_BANCS ];,null,null,[ DB-BANCS ];,null,null,null,[ PING ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-1,false;,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 ];,null,null,[ COMMS-REP_PROD1_BANCs-V6_172.16.87.4 COMMS-REP_PROD2_BANCs-V6_172.16.87.5 NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,[ TCP-UDP_8065 ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-2,false;,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,null,null,[ Group-DNS_Servers ];,null,[ DNS ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-3,false;,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 APPS_PROD2_BANCS-V6_172.16.86.3 ];,null,null,[ NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,null,null,null,allow;
APPS_BANCS-Inside_Interface_port8_Rule-4,false;,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,null,[ GFI_Server_172.16.12.16 ];,null,null,[ SYSLOG ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-5,false;,[ APPS_BANCS ];,[ APPS_VIP5_BANCS-V6_172.16.86.8 APPS_VIP6_BANCS-V6_172.16.86.9 ];,[ Group-APPS_BANCS-V6 ];,null,[ COMMS-REP_VIP3_BANCs-V6_172.16.87.8 COMMS-REP_VIP4_BANCs-V6_172.16.87.9 NG-New-V6-Reports-Server_172.16.87.11 NG-New-V6-Reports-Server_172.16.87.12 ];,[ Group-COMMS-REP_BANCS-V6-CPFW ];,null,[ NFS-RHEL SSH TCP-UDP_8085 TCP-UDP_8095 ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-6,false;,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 ];,null,null,[ VTR-Domino9_Server_172.16.92.60 ];,null,null,[ SMTP ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-7,false;,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,null,null,[ Group-SERVER-NEW-AD-DR ];,null,[ DNS ];,allow;
APPS_BANCS-Inside_Interface_port8_Rule-8,false;,[ APPS_BANCS ];,null,null,null,null,null,null,[ PING ];,allow;
APPS_BANCS-Interfacec_NTP_Rule-1,false;,[ APPS_BANCS ];,null,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP PING ];,allow;
APPS_BANCS-Windows_Server_Rule-1,false;,[ APPS_BANCS ];,null,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
APPS_BANCS-Windows_Server_Rule-2,false;,[ APPS_BANCS ];,[ APPS_PROD1_BANCs-V6_172.16.86.2 ];,null,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
APPS_BANCS-Windows_Server_Rule-3,false;,[ APPS_BANCS ];,null,null,[ Windows_Server ];,null,null,null,[ PING ];,allow;
APPS_BANCS-Windows_Server_Rule-4,false;,[ APPS_BANCS ];,null,null,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ DNS ];,allow;
APPS_BANCS-Windows_Server_Rule-5,false;,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,[ Windows_Server ];,null,[ Group-SERVER-NEW-AD-PROD ];,null,[ DNS ];,allow;
APPS_CLEAR-APPS_WEB_BSP_Rule-1,false;,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,[ APPS_WEB_BSP ];,[ NG-Gitlab_Prod-Server_172.16.123.13 ];,null,null,[ HTTP SSH ];,allow;
APPS_CLEAR-DB_Interface-BANCS_port7_Rule-1,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,[ DB-BANCS ];,[ DB1-VIP_BANCS-V6_172.16.88.4 DB2-VIP_BANCS-V6_172.16.88.5 ];,null,null,[ TCP_1521 ];,allow;
APPS_CLEAR-DB_Interface-PDSClear_port3_Rule-1,false;,[ APPS_CLEAR ];,null,null,[ DB-PDSClear ];,null,null,null,[ PING ];,allow;
APPS_CLEAR-DB_Interface-PDSClear_port3_Rule-2,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,[ DB-PDSClear ];,null,[ Group-DB-NewPDSClear ];,null,[ MYSQL SSH TCP_6379 ];,allow;
APPS_CLEAR-DB_Interface-PDSClear_port3_Rule-3,true;,[ APPS_CLEAR ];,null,[ Group-MQ_PDSClear ];,[ DB-PDSClear ];,null,[ Group-DB_PDSClear ];,null,[ Oracle-Port-Services_TCP Oracle-Port-Services_UDP ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-1,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,null,[ CAAC_BACKUP_DB-WEB_172.16.9.9 CAAC_PROD-DB_172.32.1.127 NG_BTR_Relay_Prod_VIP_172.16.195.13 WEB_PROD1_NEWPDSClear_172.16.7.231 WEB_PROD2_NEWPDSClear_172.16.7.232 ];,null,null,[ SSH ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-2,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,null,[ BSP-DR-Server-192.168.6.101 BSP-PROD-Server-192.168.4.101 NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 ];,null,null,[ TCP_222 ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-3,false;,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,null,[ VTR-Gitlab_DR_Server_172.16.133.13 ];,null,null,[ HTTP SSH ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-4,false;,[ APPS_CLEAR ];,null,null,null,[ VTR_NTP_Server_172.16.49.2 ];,null,null,[ NTP ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-5,false;,[ APPS_CLEAR ];,null,null,null,null,null,null,[ PING ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-6,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,null,[ APP_PROD1_API_172.16.9.68 APP_PROD2_API_172.16.9.69 ];,null,null,[ TCP_5673 ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-7,true;,[ APPS_CLEAR ];,null,[ Group-MQ_PDSClear ];,null,null,[ Group-DNS_Servers ];,null,[ DNS ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-8,false;,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,null,[ GFI_Server_172.16.12.16 ];,null,null,[ SYSLOG ];,allow;
APPS_CLEAR-Inside_Interface_port8_Rule-9,false;,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,null,[ NG-SMTP-NEW_172.16.17.3 ];,null,null,[ SMTP ];,allow;
APPS_CLEAR-Interface_NTP_Rule-1,false;,[ APPS_CLEAR ];,null,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP PING ];,allow;
APPS_CLEAR-Windows_Server_Rule-1,false;,[ APPS_CLEAR ];,null,null,[ Windows_Server ];,[ QRADAR_IP1_172.16.82.200 ];,null,null,[ SYSLOG ];,allow;
APPS_CLEAR-Windows_Server_Rule-2,false;,[ APPS_CLEAR ];,null,null,[ Windows_Server ];,null,null,null,[ PING ];,allow;
APPS_CLEAR-Windows_Server_Rule-3,false;,[ APPS_CLEAR ];,null,null,[ Windows_Server ];,[ NG-DNS-Server_172.16.82.30 ];,null,null,[ DNS ];,allow;
APPS_CLEAR-Windows_Server_Rule-4,false;,[ APPS_CLEAR ];,null,[ Group-App-NewPDSClear ];,[ Windows_Server ];,[ NG-Domino9_Server_172.16.82.60 ];,null,null,[ SMTP ];,allow;
APPS_CLEAR-sd-wan_Rule-2,false;,[ APPS_CLEAR ];,[ APP_PROD1_PDSClear_172.16.105.10 APP_PROD2_PDSClear_172.16.105.11 ];,null,[ Intf-Internet-PRI-Zone Intf-Internet-SEC-Zone L-ST-PhilippineDealingSystem-Enterprise-Internet-PRI L-ST-PhilippineDealingSystem-Enterprise-Internet-SEC ];,[ pddts-entry.pchc.com.ph pddts.pchc.com.ph ];,null,null,[ HTTPS ];,allow;
APPS_WEB_BSP-APPS_BANCS_Rule-1,true;,[ APPS_WEB_BSP ];,null,[ Group-DCC-Jumpbox-Servers ];,[ APPS_BANCS ];,null,[ Group-APPS_BANCS-V6 ];,null,[ SSH ];,allow;
APPS_WEB_BSP-APPS_BANCS_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ APPS_BANCS ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-APPS_CLEAR_Rule-1,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,[ APPS_CLEAR ];,null,null,null,[ SSH ];,allow;
APPS_WEB_BSP-APPS_CLEAR_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ APPS_CLEAR ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-APPS_Wordpress_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,[ APPS_Wordpress ];,[ NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-APPS_Wordpress_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ APPS_Wordpress ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-APPS_Wordpress_Rule-3,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,[ APPS_Wordpress ];,[ APPS_PROD1_PDSWebsite_172.16.121.11 APPS_PROD2_PDSWebsite_172.16.121.12 APPS_VIP_PDSWebsite_172.16.121.10 NG-iTOP_Prod-Server_172.16.121.20 NG-iTOP_Prod-Standby-Server_172.16.121.21 ];,null,null,[ SSH ];,allow;
APPS_WEB_BSP-DB_Interface-BANCS_port7_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,null,allow;
APPS_WEB_BSP-DB_Interface-BANCS_port7_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ DB-BANCS ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-DB_Interface-BANCS_port7_Rule-3,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,[ DB-BANCS ];,null,[ Group-DB_BANCS-V6 ];,null,[ SSH ];,allow;
APPS_WEB_BSP-DB_Interface-PDSClear_port3_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,[ DB-PDSClear ];,null,[ Group-DB_PDSClear ];,null,null,allow;
APPS_WEB_BSP-DB_Interface-PDSClear_port3_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ DB-PDSClear ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-DB_Interface-PDSClear_port3_Rule-3,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,[ DB-PDSClear ];,null,[ Group-DB_PDSClear ];,null,[ SSH ];,allow;
APPS_WEB_BSP-DB_Interface-PDSClear_port3_Rule-4,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,[ DB-PDSClear ];,[ DB-PROD1-NEWPDSClear_172.16.100.2 DB-PROD2-NEWPDSClear_172.16.100.3 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-DB_Wordpress_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,[ DB_Wordpress ];,[ DB_PROD1_PDSWebsite_172.16.122.21 DB_PROD2_PDSWebsite_172.16.122.22 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-DB_Wordpress_Rule-2,false;,[ APPS_WEB_BSP ];,null,null,[ DB_Wordpress ];,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-DB_Wordpress_Rule-3,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,[ DB_Wordpress ];,[ DB_PROD1_PDSWebsite_172.16.122.21 DB_PROD2_PDSWebsite_172.16.122.22 DB_VIP_PDSWebsite_172.16.122.20 ];,null,null,[ SSH ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-1,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD Prod_Docker_Group ];,null,null,[ SCCP_MQ_DR_GROUP SCCP_MQ_GROUP ];,null,[ TCP_UDP_30129 TCP_UDP_35013 TELNET icmp traceroute ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-10,false;,[ APPS_WEB_BSP ];,null,null,null,null,[ Group-DNS_Servers Group-Named-Server ];,null,[ DNS ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-11,false;,[ APPS_WEB_BSP ];,null,null,null,[ GFI_Server_172.16.12.16 ];,null,null,[ SAMBA SMB SYSLOG ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-12,false;,[ APPS_WEB_BSP ];,[ NG-RSA-Server_172.16.123.25 ];,null,null,[ VTR-RSA-Server_172.16.133.25 ];,null,null,null,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-13,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD ];,null,[ SCCP-PDS_FTP_PROD_192.168.1.37 SCCP-PDS_MSG_PROD_192.168.1.239 SCCP-PDS_MSG_TEST_192.168.1.76 ];,null,null,[ FTP TCP_6801 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-14,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD ];,null,[ NG-eCS-FI-DB_172.16.7.34 VTR-eCS_EQ-DB-PROD_172.16.7.94 ];,null,null,[ FTP SAMBA SMB SSH TCP_60058 TELNET ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-15,false;,[ APPS_WEB_BSP ];,[ NG-Gitlab_Prod-Server_172.16.123.13 NG-Gitlab_Standby-Server_172.16.123.14 ];,null,null,[ VTR-Gitlab_DR_Server_172.16.133.13 ];,null,null,[ SSH ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-16,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ BTR_172.16.195.10 CAAC_PROD-DB_172.32.1.127 DB-NEWPDSClear-DR_172.16.110.4 Market-Page_172.16.2.122 MarketPage_BackUP_172.16.2.71 NG-CAAC-WEB-PROD_172.16.9.7 NG_BTR_Relay_Prod1_172.16.195.11 NG_BTR_Relay_Prod2_172.16.195.12 NG_BTR_Relay_Prod_VIP_172.16.195.13 PortalDB_172.16.12.123 VTR-CAAC-DB-PROD_172.30.1.19 VTR-Marketpage-DB_172.16.132.15 VTR-PDSwebsite-DB_172.16.132.12 VTR-iTOP_Prod-DR-Server_172.16.131.20 VTR_BTR_Relay_DR_Onsite_172.16.95.11 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-17,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ DB-DR_PDSClear_172.16.110.3 ];,null,null,[ TCP_1521 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-18,true;,[ APPS_WEB_BSP ];,[ NG-JumpBox-PROD01_172.16.123.5 NG-JumpBox-PROD02_172.16.123.6 ];,null,null,null,[ Group-JumpBox-to-Server-DR-Inside Group-JumpBox-to-Server-PROD-Inside ];,null,[ SSH sFTP_Site-to-Site ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-19,false;,[ APPS_WEB_BSP ];,null,[ GROUP-BSP-TOOLS_PROD ];,null,null,[ Group-FX-MP3-Server ];,null,[ HTTP ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-2,false;,[ APPS_WEB_BSP ];,[ SCCP-ISO-DB-PROD-1_172.16.123.17 ];,null,null,[ SCCP-ISO-DB-DR_172.16.133.17 ];,null,null,[ SSH ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-20,false;,[ APPS_WEB_BSP ];,null,null,null,[ VTR_NTP_Server_172.16.49.2 ];,null,null,[ NTP ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-21,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_PRI_PROD_172.16.123.22 ];,null,null,[ VTR-Server-WSUS-AV-Server_172.16.92.14 ];,null,null,[ TCP_8530 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-22,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ CAAC_BACKUP_DB-WEB_172.16.9.9 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-23,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ SCCP-ISO-DB-DR_172.16.133.17 ];,null,null,[ MYSQL ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-24,true;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD ];,null,[ VTR-eCS-EQ-DB-TEST_172.16.7.69 ];,null,null,[ FTP SSH ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-25,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_VIP_PROD_172.16.123.21 ];,null,null,[ NG-NAS2_172.16.0.211 ];,null,null,[ TCP-UDP_445 TCP_139 UDP_137 UDP_138 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-26,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 ];,null,null,[ NG-ADMT-Server_172.16.82.130 ];,null,null,[ Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-27,false;,[ APPS_WEB_BSP ];,[ NG-LOG-Server_172.16.123.27 NG-RADIUS-Server_172.16.123.26 ];,null,null,[ NG-ADMT-Server_172.16.82.130 ];,[ Group-SERVER-NEW-AD-DR ];,null,[ Domain-Port-Services_TCP Domain-Port-Services_UDP Domain-RPC-Port-Services NTP SMTP TCP-UDP_1025-5000 TCP-UDP_53 TCP-UDP_88 TCP_5722 TCP_9389 UDP_138 UDP_2535 UDP_67 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-28,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD ];,null,[ DR_Docker-172.16.133.28 ];,null,null,[ HTTP HTTPS ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-3,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-PROD Prod_Docker_Group ];,null,[ NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 ];,null,null,[ TCP_222 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-4,false;,[ APPS_WEB_BSP ];,[ NG-SCCP-TEMP_172.16.123.24 NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 NG_SCCP_WIN_DR-172.16.123.16 SCCP-ISO-DB-PROD-2_172.16.123.18 ];,[ GROUP-SCCP-PROD Prod_Docker_Group ];,null,[ COMMS-REP_DR_BANCs-V6-CPFW_172.16.97.2 COMMS-REP_PROD1_BANCs-V6_172.16.87.4 COMMS-REP_PROD2_BANCs-V6_172.16.87.5 COMMS-REP_VIP1_BANCs-V6_172.16.87.6 DR_Docker-172.16.133.28 NG-INTEGRATION-VIP_PROD_BANCS_172.16.7.210 VTR-BANCS-IntegrationServer_172.16.106.7 ];,[ Group-INTEGRATIONBOX-BANCS ];,null,[ SSH TCP_222 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-5,false;,[ APPS_WEB_BSP ];,[ NG_SCCP_WIN_DR-172.16.123.16 ];,null,null,[ COMMS-REP_DR_BANCs-V6-CPFW_172.16.97.2 VTR-BANCS-IntegrationServer_172.16.106.7 ];,null,null,[ SSH TCP_222 ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-6,false;,[ APPS_WEB_BSP ];,null,null,null,null,[ Group_Integration-Box_Trade ];,null,[ SSH TCP_81 TIS_Port ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-7,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,null,[ Group-PDSGatewayDB-CPFW ];,null,null,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-8,false;,[ APPS_WEB_BSP ];,null,null,null,null,null,null,[ PING ];,allow;
APPS_WEB_BSP-Inside_Interface_port8_Rule-9,false;,[ APPS_WEB_BSP ];,[ NG-BCP-FileServer_172.16.123.20 ];,null,null,[ NG-eCS-FI-DB_172.16.7.34 ];,null,null,[ DB2 ];,allow;
APPS_WEB_BSP-Interface_NTP_Rule-1,false;,[ APPS_WEB_BSP ];,null,null,[ Interface_NTP ];,[ NG-NTP_Server_172.16.48.2 ];,null,null,[ NTP PING ];,allow;
APPS_WEB_BSP-Network_MGMT_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-RSA-Server_172.16.123.25 ];,null,[ Network_MGMT ];,[ NG-ACS_192.168.175.10 NG-ISE_192.168.175.60 ];,null,null,[ PING ];,allow;
APPS_WEB_BSP-Server_MGMT_Rule-1,false;,[ APPS_WEB_BSP ];,[ NG-RSA-Server_172.16.123.25 NG_SCCP_SEC_PROD_172.16.123.23 NG_SCCP_VIP_PROD_172.16.123.21 ];,null,[ Server_MGMT ];,[ NG-OrionWebApp-Server01_192.168.167.50 ];,null,null,[ PING SMB SNMP SYSLOG TCP_135 ];,allow;
APPS_WEB_BSP-Server_MGMT_Rule-2,false;,[ APPS_WEB_BSP ];,null,[ GROUP-SCCP-ISO-DB Prod_Docker_Group ];,[ Server_MGMT ];,[ NG-OrionWebApp-Server01_192.168.167.50 ];,null,null,[ PING SNMP SYSLOG TCP-UDP_445 ];,allow;
